,Unnamed: 0,Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,rpm
168,168,1617792002.4557116,1284,1617792002,455517401,,0.0
169,169,1617792002.4756918,1285,1617792002,475528936,,0.0
170,170,1617792002.4956982,1286,1617792002,495526853,,0.0
171,171,1617792002.5156958,1287,1617792002,515529006,,0.0
172,172,1617792002.535665,1288,1617792002,535528657,,0.0
173,173,1617792002.5557432,1289,1617792002,555527092,,0.0
174,174,1617792002.5757015,1290,1617792002,575528941,,0.0
175,175,1617792002.5957253,1291,1617792002,595527752,,0.0
176,176,1617792002.6156962,1292,1617792002,615526835,,0.0
177,177,1617792002.6357484,1293,1617792002,635552238,,0.0
178,178,1617792002.6557214,1294,1617792002,655553574,,0.0
179,179,1617792002.6757526,1295,1617792002,675552273,,0.0
180,180,1617792002.6957376,1296,1617792002,695550327,,0.0
181,181,1617792002.7157595,1297,1617792002,715553357,,0.0
182,182,1617792002.7357454,1298,1617792002,735551435,,0.0
183,183,1617792002.7556984,1299,1617792002,755527482,,0.0
184,184,1617792002.7757232,1300,1617792002,775530397,,0.0
185,185,1617792002.7957401,1301,1617792002,795549525,,0.0
186,186,1617792002.8157518,1302,1617792002,815560308,,0.0
187,187,1617792002.8357253,1303,1617792002,835530744,,0.0
188,188,1617792002.8557394,1304,1617792002,855560336,,0.0
189,189,1617792002.875749,1305,1617792002,875548780,,0.0
190,190,1617792002.8957558,1306,1617792002,895563778,,0.0
191,191,1617792002.915739,1307,1617792002,915548891,,0.0
192,192,1617792002.9357178,1308,1617792002,935528600,,0.0
193,193,1617792002.9557507,1309,1617792002,955560009,,0.0
194,194,1617792002.9757574,1310,1617792002,975562607,,0.0
195,195,1617792002.9957495,1311,1617792002,995560128,,0.0
196,196,1617792003.015748,1312,1617792003,15559369,,0.0
197,197,1617792003.0357502,1313,1617792003,35560027,,0.0
198,198,1617792003.0557554,1314,1617792003,55562385,,0.0
199,199,1617792003.0757535,1315,1617792003,75560254,,0.0
200,200,1617792003.095715,1316,1617792003,95527240,,0.0
201,201,1617792003.1157484,1317,1617792003,115559479,,0.0
202,202,1617792003.1357539,1318,1617792003,135562568,,0.0
203,203,1617792003.1557386,1319,1617792003,155548652,,0.0
204,204,1617792003.1757386,1320,1617792003,175548833,,0.0
205,205,1617792003.1957364,1321,1617792003,195562388,,0.0
206,206,1617792003.21576,1322,1617792003,215562029,,0.0
207,207,1617792003.235706,1323,1617792003,235547370,,0.0
208,208,1617792003.2556894,1324,1617792003,255527266,,0.0
209,209,1617792003.2756968,1325,1617792003,275560391,,0.0
210,210,1617792003.2956893,1326,1617792003,295526954,,0.0
211,211,1617792003.3157225,1327,1617792003,315528168,,0.0
212,212,1617792003.3357155,1328,1617792003,335526514,,0.0
213,213,1617792003.3556929,1329,1617792003,355525719,,0.0
214,214,1617792003.3757215,1330,1617792003,375526372,,0.0
215,215,1617792003.3956988,1331,1617792003,395561484,,0.0
216,216,1617792003.4157212,1332,1617792003,415561226,,0.0
217,217,1617792003.4356925,1333,1617792003,435560163,,0.0
218,218,1617792003.4557302,1334,1617792003,455565272,,0.0
219,219,1617792003.4757035,1335,1617792003,475560020,,0.0
220,220,1617792003.4957206,1336,1617792003,495560912,,0.0
221,221,1617792003.5157206,1337,1617792003,515560359,,0.0
222,222,1617792003.5356894,1338,1617792003,535526727,,0.0
223,223,1617792003.5557206,1339,1617792003,555526371,,0.0
224,224,1617792003.5757327,1340,1617792003,575562994,,0.0
225,225,1617792003.5956507,1341,1617792003,595528122,,0.0
226,226,1617792003.615721,1342,1617792003,615553203,,0.0
227,227,1617792003.6357038,1343,1617792003,635548762,,0.0
228,228,1617792003.6557071,1344,1617792003,655549453,,0.0
229,229,1617792003.6757126,1345,1617792003,675548843,,0.0
230,230,1617792003.6956866,1346,1617792003,695552623,,0.0
231,231,1617792003.7157028,1347,1617792003,715549647,,0.0
232,232,1617792003.7357016,1348,1617792003,735548417,,0.0
233,233,1617792003.7556865,1349,1617792003,755528389,,0.0
234,234,1617792003.7756994,1350,1617792003,775528111,,0.0
235,235,1617792003.7956793,1351,1617792003,795547875,,0.0
236,236,1617792003.81571,1352,1617792003,815549412,,0.0
237,237,1617792003.8356767,1353,1617792003,835548395,,0.0
238,238,1617792003.8557405,1354,1617792003,855529432,,0.0
239,239,1617792003.8757575,1355,1617792003,875550848,,0.0
240,240,1617792003.8957348,1356,1617792003,895547542,,0.0
241,241,1617792003.91571,1357,1617792003,915549108,,0.0
242,242,1617792003.9357555,1358,1617792003,935563271,,0.0
243,243,1617792003.9557412,1359,1617792003,955549267,,0.0
244,244,1617792003.9757445,1360,1617792003,975576769,,0.0
245,245,1617792003.9956837,1361,1617792003,995526584,,0.0
246,246,1617792004.0157435,1362,1617792004,15551091,,0.0
247,247,1617792004.0357182,1363,1617792004,35528514,,0.0
248,248,1617792004.0557222,1364,1617792004,55561931,,0.0
249,249,1617792004.07574,1365,1617792004,75551075,,0.0
250,250,1617792004.0956554,1366,1617792004,95518937,,0.0
251,251,1617792004.1157153,1367,1617792004,115560919,,0.0
252,252,1617792004.135712,1368,1617792004,135550567,,0.0
253,253,1617792004.1557152,1369,1617792004,155561474,,0.0
254,254,1617792004.1757152,1370,1617792004,175552743,,0.0
255,255,1617792004.1956954,1371,1617792004,195549645,,0.0
256,256,1617792004.2157474,1372,1617792004,215560239,,0.0
257,257,1617792004.235703,1373,1617792004,235548596,,0.0
258,258,1617792004.2557466,1374,1617792004,255560711,,0.0
259,259,1617792004.2757387,1375,1617792004,275554453,,0.0
260,260,1617792004.2956865,1376,1617792004,295526815,,0.0
261,261,1617792004.3157434,1377,1617792004,315560293,,0.0
262,262,1617792004.3357382,1378,1617792004,335549475,,0.0
263,263,1617792004.3556852,1379,1617792004,355558388,,0.0
264,264,1617792004.375692,1380,1617792004,375527059,,0.0
265,265,1617792004.3957484,1381,1617792004,395562253,,0.0
266,266,1617792004.4157221,1382,1617792004,415560434,,0.0
267,267,1617792004.435741,1383,1617792004,435551410,,0.0
268,268,1617792004.4557323,1384,1617792004,455550003,,0.0
269,269,1617792004.4757128,1385,1617792004,475528979,,0.0
270,270,1617792004.4957442,1386,1617792004,495548842,,0.0
271,271,1617792004.515754,1387,1617792004,515562097,,0.0
272,272,1617792004.5357366,1388,1617792004,535551319,,0.0
273,273,1617792004.5557106,1389,1617792004,555560416,,0.0
274,274,1617792004.5757391,1390,1617792004,575551111,,0.0
275,275,1617792004.595699,1391,1617792004,595566953,,0.0
276,276,1617792004.615741,1392,1617792004,615583915,,0.0
277,277,1617792004.635736,1393,1617792004,635548355,,0.0
278,278,1617792004.6556995,1394,1617792004,655560071,,0.0
279,279,1617792004.6757214,1395,1617792004,675559644,,0.0
280,280,1617792004.6957273,1396,1617792004,695584739,,0.0
281,281,1617792004.7157214,1397,1617792004,715532518,,0.0
282,282,1617792004.7357402,1398,1617792004,735548710,,0.0
283,283,1617792004.7557065,1399,1617792004,755552127,,0.0
284,284,1617792004.7757356,1400,1617792004,775551393,,0.0
285,285,1617792004.7957168,1401,1617792004,795526872,,0.0
286,286,1617792004.8157098,1402,1617792004,815526501,,0.0
287,287,1617792004.835721,1403,1617792004,835526453,,0.0
288,288,1617792004.8556864,1404,1617792004,855527686,,0.0
289,289,1617792004.875698,1405,1617792004,875528922,,0.0
290,290,1617792004.8957145,1406,1617792004,895526476,,0.0
291,291,1617792004.9156833,1407,1617792004,915526449,,0.0
292,292,1617792004.9357276,1408,1617792004,935526471,,0.0
293,293,1617792004.9557245,1409,1617792004,955526939,,0.0
294,294,1617792004.97572,1410,1617792004,975528934,,0.0
295,295,1617792004.995717,1411,1617792004,995526589,,0.0
296,296,1617792005.0156946,1412,1617792005,15527248,,0.0
297,297,1617792005.035718,1413,1617792005,35526465,,0.0
298,298,1617792005.0557091,1414,1617792005,55525868,,0.0
299,299,1617792005.075712,1415,1617792005,75526608,,0.0
300,300,1617792005.0957167,1416,1617792005,95526267,,0.0
301,301,1617792005.115718,1417,1617792005,115526077,,0.0
302,302,1617792005.135711,1418,1617792005,135526132,,0.0
303,303,1617792005.1557295,1419,1617792005,155526405,,0.0
304,304,1617792005.175731,1420,1617792005,175526680,,0.0
305,305,1617792005.1956904,1421,1617792005,195526107,,0.0
306,306,1617792005.2157116,1422,1617792005,215526503,,0.0
307,307,1617792005.2357185,1423,1617792005,235526167,,0.0
308,308,1617792005.2557125,1424,1617792005,255526656,,0.0
309,309,1617792005.2756946,1425,1617792005,275528924,,0.0
310,310,1617792005.2957358,1426,1617792005,295549129,,0.0
311,311,1617792005.315717,1427,1617792005,315527003,,0.0
312,312,1617792005.3356912,1428,1617792005,335526728,,0.0
313,313,1617792005.3557155,1429,1617792005,355526729,,0.0
314,314,1617792005.3757153,1430,1617792005,375529455,,0.0
315,315,1617792005.3956766,1431,1617792005,395526197,,0.0
316,316,1617792005.4156773,1432,1617792005,415548915,,0.0
317,317,1617792005.4357119,1433,1617792005,435555304,,0.0
318,318,1617792005.4556935,1434,1617792005,455549262,,0.0
319,319,1617792005.4757235,1435,1617792005,475554916,,0.0
320,320,1617792005.4957016,1436,1617792005,495549399,,0.0
321,321,1617792005.5156448,1437,1617792005,515527002,,0.0
322,322,1617792005.5356786,1438,1617792005,535552360,,0.0
323,323,1617792005.5557115,1439,1617792005,555552854,,0.0
324,324,1617792005.575702,1440,1617792005,575550866,,0.0
325,325,1617792005.595703,1441,1617792005,595548898,,0.0
326,326,1617792005.615735,1442,1617792005,615550927,,0.0
327,327,1617792005.6357436,1443,1617792005,635553734,,0.0
328,328,1617792005.655742,1444,1617792005,655552956,,0.0
329,329,1617792005.675704,1445,1617792005,675558774,,0.0
330,330,1617792005.695735,1446,1617792005,695573635,,0.0
331,331,1617792005.7157142,1447,1617792005,715551454,,0.0
332,332,1617792005.7357063,1448,1617792005,735553982,,0.0
333,333,1617792005.7557025,1449,1617792005,755549060,,0.0
334,334,1617792005.7756786,1450,1617792005,775552734,,0.0
335,335,1617792005.7957234,1451,1617792005,795551173,,0.0
336,336,1617792005.8156793,1452,1617792005,815551043,,0.0
337,337,1617792005.8356779,1453,1617792005,835551084,,0.0
338,338,1617792005.8557005,1454,1617792005,855552006,,0.0
339,339,1617792005.8757071,1455,1617792005,875550387,,0.0
340,340,1617792005.8956714,1456,1617792005,895549317,,0.0
341,341,1617792005.9157085,1457,1617792005,915550585,,0.0
342,342,1617792005.935701,1458,1617792005,935548713,,0.0
343,343,1617792005.955673,1459,1617792005,955549994,,0.0
344,344,1617792005.9757113,1460,1617792005,975555573,,0.0
345,345,1617792005.9956725,1461,1617792005,995549381,,0.0
346,346,1617792006.0157082,1462,1617792006,15550798,,0.0
347,347,1617792006.035674,1463,1617792006,35528036,,0.0
348,348,1617792006.0557086,1464,1617792006,55559689,,0.0
349,349,1617792006.075686,1465,1617792006,75528355,,0.0
350,350,1617792006.0957177,1466,1617792006,95561740,,0.0
351,351,1617792006.115716,1467,1617792006,115562657,,0.0
352,352,1617792006.1357045,1468,1617792006,135560104,,0.0
353,353,1617792006.155685,1469,1617792006,155527479,,0.0
354,354,1617792006.175659,1470,1617792006,175527448,,0.0
355,355,1617792006.195659,1471,1617792006,195530185,,0.0
356,356,1617792006.215685,1472,1617792006,215564630,,0.0
357,357,1617792006.2356849,1473,1617792006,235560487,,0.0
358,358,1617792006.2557366,1474,1617792006,255550643,,0.0
359,359,1617792006.2757475,1475,1617792006,275555410,,0.0
360,360,1617792006.2957141,1476,1617792006,295527234,,0.0
361,361,1617792006.3156812,1477,1617792006,315548188,,0.0
362,362,1617792006.3357046,1478,1617792006,335549776,,0.0
363,363,1617792006.3556798,1479,1617792006,355527511,,0.0
364,364,1617792006.3756948,1480,1617792006,375552228,,0.0
365,365,1617792006.3956828,1481,1617792006,395526710,,0.0
366,366,1617792006.4156787,1482,1617792006,415527522,,0.0
367,367,1617792006.4357061,1483,1617792006,435527672,,0.0
368,368,1617792006.455691,1484,1617792006,455527527,,0.0
369,369,1617792006.475691,1485,1617792006,475527706,,0.0
370,370,1617792006.4956787,1486,1617792006,495526525,,0.0
371,371,1617792006.5156865,1487,1617792006,515530447,,0.0
372,372,1617792006.5357099,1488,1617792006,535553253,,0.0
373,373,1617792006.555708,1489,1617792006,555555128,,0.0
374,374,1617792006.5756855,1490,1617792006,575526842,,0.0
375,375,1617792006.5957074,1491,1617792006,595553057,,0.0
376,376,1617792006.6157053,1492,1617792006,615551811,,0.0
377,377,1617792006.6356516,1493,1617792006,635528008,,0.0
378,378,1617792006.655712,1494,1617792006,655557296,,0.0
379,379,1617792006.6756532,1495,1617792006,675530941,,0.0
380,380,1617792006.6957164,1496,1617792006,695528116,,0.0
381,381,1617792006.7157412,1497,1617792006,715550463,,0.0
382,382,1617792006.7357545,1498,1617792006,735551658,,0.0
383,383,1617792006.7557425,1499,1617792006,755558032,,0.0
384,384,1617792006.7757473,1500,1617792006,775566153,,0.0
385,385,1617792006.7957506,1501,1617792006,795553382,,0.0
386,386,1617792006.8157332,1502,1617792006,815551396,,0.0
387,387,1617792006.8357348,1503,1617792006,835549908,,0.0
388,388,1617792006.8557384,1504,1617792006,855551608,,0.0
389,389,1617792006.8757505,1505,1617792006,875564959,,0.0
390,390,1617792006.8957381,1506,1617792006,895550843,,0.0
391,391,1617792006.9157164,1507,1617792006,915527056,,0.0
392,392,1617792006.9357116,1508,1617792006,935554638,,0.0
393,393,1617792006.9557312,1509,1617792006,955549469,,0.0
394,394,1617792006.9757054,1510,1617792006,975527225,,0.0
395,395,1617792006.9957335,1511,1617792006,995528584,,0.0
396,396,1617792007.0157173,1512,1617792007,15562602,,0.0
397,397,1617792007.035744,1513,1617792007,35550974,,0.0
398,398,1617792007.0557446,1514,1617792007,55550852,,0.0
399,399,1617792007.075741,1515,1617792007,75552047,,0.0
400,400,1617792007.0957403,1516,1617792007,95553675,,0.0
401,401,1617792007.1157422,1517,1617792007,115574842,,0.0
402,402,1617792007.1358163,1518,1617792007,135550828,,0.0
403,403,1617792007.1557047,1519,1617792007,155553899,,0.0
404,404,1617792007.1757064,1520,1617792007,175550755,,0.0
405,405,1617792007.1957145,1521,1617792007,195530021,,0.0
406,406,1617792007.2157097,1522,1617792007,215527117,,0.0
407,407,1617792007.2356534,1523,1617792007,235530121,,0.0
408,408,1617792007.2556407,1524,1617792007,255529449,,1.0
409,409,1617792007.2757175,1525,1617792007,275529087,,9.0
410,410,1617792007.2956858,1526,1617792007,295529087,,56.0
411,411,1617792007.3157213,1527,1617792007,315528531,,111.0
412,412,1617792007.3357167,1528,1617792007,335528741,,136.0
413,413,1617792007.3556757,1529,1617792007,355529525,,161.0
414,414,1617792007.3757224,1530,1617792007,375528635,,163.0
415,415,1617792007.3957222,1531,1617792007,395528802,,161.0
416,416,1617792007.415717,1532,1617792007,415553629,,150.0
417,417,1617792007.4357178,1533,1617792007,435529061,,133.0
418,418,1617792007.4557192,1534,1617792007,455528971,,138.0
419,419,1617792007.4757323,1535,1617792007,475529043,,166.0
420,420,1617792007.4957194,1536,1617792007,495528895,,209.0
421,421,1617792007.5156868,1537,1617792007,515528758,,233.0
422,422,1617792007.5357418,1538,1617792007,535548875,,287.0
423,423,1617792007.5557005,1539,1617792007,555551165,,345.0
424,424,1617792007.575659,1540,1617792007,575557303,,373.0
425,425,1617792007.5957215,1541,1617792007,595555802,,427.0
426,426,1617792007.6157372,1542,1617792007,615549311,,481.0
427,427,1617792007.635712,1543,1617792007,635553655,,509.0
428,428,1617792007.6557047,1544,1617792007,655550140,,567.0
429,429,1617792007.675755,1545,1617792007,675566297,,560.0
430,430,1617792007.695718,1546,1617792007,695528194,,532.0
431,431,1617792007.7157145,1547,1617792007,715560617,,456.0
432,432,1617792007.7357512,1548,1617792007,735562196,,381.0
433,433,1617792007.755724,1549,1617792007,755563754,,349.0
434,434,1617792007.7757475,1550,1617792007,775560563,,301.0
435,435,1617792007.7957447,1551,1617792007,795560191,,233.0
436,436,1617792007.815759,1552,1617792007,815560719,,194.0
437,437,1617792007.8357215,1553,1617792007,835558950,,102.0
438,438,1617792007.855739,1554,1617792007,855550688,,27.0
439,439,1617792007.8757088,1555,1617792007,875548769,,-2.0
440,440,1617792007.8956769,1556,1617792007,895550177,,-85.0
441,441,1617792007.91573,1557,1617792007,915552325,,-191.0
442,442,1617792007.9357262,1558,1617792007,935550391,,-242.0
443,443,1617792007.9557204,1559,1617792007,955548495,,-344.0
444,444,1617792007.975702,1560,1617792007,975528391,,-431.0
445,445,1617792007.995713,1561,1617792007,995552045,,-467.0
446,446,1617792008.015701,1562,1617792008,15549988,,-532.0
447,447,1617792008.0356252,1563,1617792008,35527560,,-596.0
448,448,1617792008.0556786,1564,1617792008,55528275,,-632.0
449,449,1617792008.0756814,1565,1617792008,75528410,,-707.0
450,450,1617792008.0956814,1566,1617792008,95526851,,-783.0
451,451,1617792008.1157026,1567,1617792008,115548101,,-818.0
452,452,1617792008.135753,1568,1617792008,135548577,,-885.0
453,453,1617792008.1557178,1569,1617792008,155526429,,-966.0
454,454,1617792008.1757236,1570,1617792008,175526258,,-1008.0
455,455,1617792008.1957352,1571,1617792008,195525916,,-1087.0
456,456,1617792008.2157214,1572,1617792008,215525433,,-1129.0
457,457,1617792008.235717,1573,1617792008,235526371,,-1137.0
458,458,1617792008.2557325,1574,1617792008,255526170,,-1137.0
459,459,1617792008.2757225,1575,1617792008,275549734,,-1095.0
460,460,1617792008.2957113,1576,1617792008,295550536,,-1063.0
461,461,1617792008.3157198,1577,1617792008,315526757,,-1033.0
462,462,1617792008.3357165,1578,1617792008,335526338,,-1016.0
463,463,1617792008.355724,1579,1617792008,355527134,,-998.0
464,464,1617792008.375725,1580,1617792008,375525845,,-960.0
